Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Google,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,SMS Sent,4,Senior Strategy Director
Direct Traffic,No,No,0,Bangladesh,Business Administration,No,Ringing,Other Cities,Email Opened,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Intern
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,SMS Sent,5,CEO
Organic Search,Yes,No,0,India,Select,No,,Mumbai,Modified,5,CEO
Organic Search,No,No,0,India,Business Administration,No,,Mumbai,Modified,2,Business Consultant
Google,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Modified,3,Team Lead
Direct Traffic,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Reference,No,No,1,India,Healthcare Management,No,Closed by Horizzon,Mumbai,Email Opened,1,Associate Analyst
Google,No,No,0,Bangladesh,Finance Management,No,Interested  in full time MBA,Other Cities,Modified,3,Operations Manager
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,Yes,No,0,India,Supply Chain Management,No,,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,India,Finance Management,No,Already a student,Mumbai,Page Visited on Website,2,Software Engineer
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Modified,4,Director of Operations
Google,No,No,0,India,Business Administration,No,Interested in other courses,Mumbai,Modified,1,Intern
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,4,Vice President
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,3,Team Lead
Organic Search,No,No,1,India,E-COMMERCE,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Organic Search,No,No,1,India,Healthcare Management,No,,Mumbai,Email Opened,3,Operations Manager
Google,No,No,1,India,Select,No,Busy,Mumbai,SMS Sent,2,Data Analyst
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,2,Business Consultant
Direct Traffic,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Modified,3,Team Lead
Organic Search,No,No,0,India,Business Administration,No,Graduation in progress,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,1,India,E-Business,No,,Mumbai,SMS Sent,3,Team Lead
Google,Yes,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,1,Intern
Direct Traffic,Yes,No,0,India,IT Projects Management,No,,Mumbai,Modified,4,Vice President
Organic Search,No,No,0,Bangladesh,Operations Management,No,Ringing,Other Cities,SMS Sent,3,Team Lead
Google,No,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,2,Software Engineer
Direct Traffic,No,No,0,India,Finance Management,No,Graduation in progress,Mumbai,Olark Chat Conversation,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,2,Data Analyst
Organic Search,Yes,No,0,India,Hospitality Management,No,Not doing further education,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,Bangladesh,Finance Management,No,,Other Cities,SMS Sent,4,Vice President
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,5,COO
Google,No,No,1,Bangladesh,Business Administration,No,Will revert after reading the email,Other Cities,SMS Sent,1,Junior Developer
Google,No,No,0,India,Business Administration,No,,Mumbai,Page Visited on Website,4,Director of Operations
Direct Traffic,No,No,0,Bangladesh,Operations Management,No,Already a student,Other Cities,Email Opened,3,Operations Manager
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Software Engineer
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,3,Marketing Manager
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,3,Marketing Manager
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,5,CTO
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Software Engineer
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,1,Associate Analyst
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,2,Software Engineer
Reference,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Organic Search,Yes,No,0,India,Marketing Management,No,,Mumbai,Modified,2,Business Consultant
Organic Search,Yes,No,0,India,Operations Management,No,Already a student,Mumbai,Modified,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,2,Technical Specialist
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Google,No,No,0,India,Select,No,,Mumbai,Modified,4,Director of Operations
Olark Chat,Yes,No,0,,Select,No,,,Modified,3,Operations Manager
Google,No,No,0,India,Select,No,,Mumbai,Modified,3,Team Lead
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Modified,4,Vice President
Direct Traffic,No,No,1,India,Supply Chain Management,No,Closed by Horizzon,Mumbai,Modified,1,Intern
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,Already a student,Mumbai,Modified,3,Project Manager
Organic Search,No,No,0,India,Travel and Tourism,No,Not doing further education,Mumbai,Modified,4,Director of Operations
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,4,Senior Strategy Director
Google,No,No,0,India,Operations Management,No,Diploma holder (Not Eligible),Mumbai,Modified,3,Operations Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,4,Director of Operations
Direct Traffic,Yes,No,0,India,E-COMMERCE,No,number not provided,Mumbai,Modified,3,Operations Manager
Google,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Data Analyst
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,1,Assistant Coordinator
Olark Chat,Yes,No,0,,Select,No,,,Modified,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Modified,4,Vice President
Olark Chat,No,No,0,,Select,No,,,Modified,2,Business Consultant
Organic Search,No,No,0,India,Human Resource Management,No,,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Supply Chain Management,No,Ringing,Mumbai,SMS Sent,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,1,Associate Analyst
Direct Traffic,Yes,No,0,India,Human Resource Management,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,2,Data Analyst
Reference,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Vice President
Direct Traffic,No,No,0,Bangladesh,IT Projects Management,No,Ringing,Other Cities,Modified,4,Director of Operations
Organic Search,No,No,0,Bangladesh,IT Projects Management,No,Ringing,Other Cities,Email Opened,1,Associate Analyst
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Project Manager
Direct Traffic,No,No,0,India,Operations Management,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,0,India,International Business,No,,Mumbai,Modified,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Modified,2,Software Engineer
Direct Traffic,Yes,No,0,India,Human Resource Management,No,,Mumbai,Modified,3,Project Manager
Organic Search,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,5,CFO
Direct Traffic,No,No,0,India,Retail Management,No,Ringing,Mumbai,Email Opened,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Data Analyst
Google,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,3,Marketing Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Business Consultant
Organic Search,No,No,0,India,Hospitality Management,No,Ringing,Mumbai,SMS Sent,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Modified,3,Operations Manager
Direct Traffic,No,No,0,India,Healthcare Management,No,Already a student,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,India,Operations Management,No,Already a student,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,0,India,International Business,No,Interested in other courses,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Email Opened,5,CEO
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Software Engineer
Direct Traffic,No,No,0,India,Hospitality Management,No,,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,1,Bangladesh,Marketing Management,No,Will revert after reading the email,Other Cities,SMS Sent,4,Senior Strategy Director
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,Modified,2,Data Analyst
Direct Traffic,No,No,1,India,Healthcare Management,No,Closed by Horizzon,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,India,Business Administration,No,Ringing,Mumbai,Modified,2,Data Analyst
Direct Traffic,Yes,No,0,India,Services Excellence,No,Already a student,Mumbai,Modified,1,Intern
Google,No,No,1,India,Business Administration,No,Lost to EINS,Mumbai,Modified,1,Junior Developer
Organic Search,No,No,0,India,International Business,No,switched off,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,0,India,Media and Advertising,No,,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Page Visited on Website,1,Intern
Direct Traffic,No,No,0,India,Marketing Management,No,Already a student,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Select,No,wrong number given,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,Yes,No,0,India,IT Projects Management,No,Not doing further education,Mumbai,Email Bounced,1,Junior Developer
Direct Traffic,No,No,1,Bangladesh,E-Business,No,,Other Cities,SMS Sent,5,CEO
Olark Chat,No,No,0,,Select,No,,,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,Yes,No,0,India,Operations Management,No,Interested in other courses,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Email Opened,3,Operations Manager
Google,No,No,0,India,International Business,No,,Mumbai,Email Opened,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Human Resource Management,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Olark Chat,No,No,0,India,Operations Management,No,,Mumbai,Email Opened,1,Intern
Organic Search,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Organic Search,No,No,1,India,IT Projects Management,No,Closed by Horizzon,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,Bangladesh,International Business,No,Ringing,Other Cities,SMS Sent,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Email Opened,4,Vice President
Direct Traffic,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,0,India,Marketing Management,No,,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,1,Bangladesh,Retail Management,No,Will revert after reading the email,Other Cities,SMS Sent,3,Team Lead
Direct Traffic,No,No,0,India,IT Projects Management,No,Already a student,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,4,Director of Operations
Olark Chat,No,No,0,,Select,No,,,Modified,2,Software Engineer
Direct Traffic,No,No,0,India,Hospitality Management,No,Already a student,Mumbai,Modified,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,4,Senior Strategy Director
Organic Search,No,No,1,India,E-COMMERCE,No,,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,3,Operations Manager
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,SMS Sent,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,1,Intern
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,1,Assistant Coordinator
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Email Opened,5,CTO
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Software Engineer
Direct Traffic,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Senior Strategy Director
Direct Traffic,No,No,0,India,Business Administration,No,,Mumbai,Modified,5,COO
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,Marketing Management,No,Already a student,Mumbai,Email Opened,3,Team Lead
Olark Chat,No,No,0,India,Select,No,,Mumbai,Modified,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,3,Team Lead
Google,No,No,0,India,Operations Management,No,,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Software Engineer
Reference,No,No,1,India,IT Projects Management,No,Closed by Horizzon,Mumbai,Email Opened,2,Software Engineer
Organic Search,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,SMS Sent,4,Head of Marketing
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,1,Junior Developer
Direct Traffic,No,No,1,India,Marketing Management,No,,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Vice President
Organic Search,Yes,No,0,India,Select,No,Already a student,Mumbai,Modified,3,Operations Manager
Direct Traffic,No,No,1,India,E-Business,No,,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,International Business,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,International Business,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,2,Data Analyst
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Head of Marketing
Direct Traffic,Yes,No,0,India,Business Administration,No,number not provided,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,3,Team Lead
Direct Traffic,No,No,0,India,E-COMMERCE,No,Already a student,Mumbai,Email Opened,2,Data Analyst
Organic Search,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,1,India,Marketing Management,No,Busy,Mumbai,SMS Sent,2,Software Engineer
Direct Traffic,No,No,0,India,Marketing Management,No,,Mumbai,Modified,5,COO
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Google,No,No,0,India,Media and Advertising,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Olark Chat,No,No,0,Bangladesh,Operations Management,No,,Other Cities,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,India,Select,No,Diploma holder (Not Eligible),Mumbai,Email Opened,2,Technical Specialist
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Page Visited on Website,4,Vice President
Google,No,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,3,Team Lead
Organic Search,No,No,0,India,Select,No,Interested in other courses,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Direct Traffic,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Vice President
Google,No,No,0,India,Finance Management,No,,Mumbai,Modified,2,Software Engineer
Organic Search,No,No,0,India,"Banking, Investment And Insurance",No,invalid number,Mumbai,Modified,2,Business Consultant
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,1,Junior Developer
Organic Search,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,1,Intern
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Associate Analyst
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,SMS Sent,3,Marketing Manager
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,2,Technical Specialist
Google,No,No,1,India,IT Projects Management,No,,Mumbai,SMS Sent,3,Project Manager
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,1,Junior Developer
Google,No,No,0,India,Select,No,switched off,Mumbai,Email Opened,2,Technical Specialist
Organic Search,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Google,No,No,0,India,IT Projects Management,No,Ringing,Mumbai,Page Visited on Website,3,Operations Manager
Olark Chat,No,No,0,India,Select,No,invalid number,Mumbai,SMS Sent,4,Head of Marketing
Google,No,No,1,India,IT Projects Management,No,,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Organic Search,No,No,0,India,Media and Advertising,No,,Mumbai,Email Opened,2,Data Analyst
Welingak Website,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Business Consultant
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,2,Technical Specialist
Olark Chat,No,No,0,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Modified,5,COO
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,1,Junior Developer
Olark Chat,No,No,0,,Select,No,,,Modified,4,Vice President
Olark Chat,No,No,0,,Select,No,,,Modified,3,Operations Manager
Olark Chat,No,No,0,,Select,No,,,Modified,2,Software Engineer
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Data Analyst
Google,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Marketing Manager
Direct Traffic,Yes,No,0,India,Services Excellence,No,wrong number given,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,0,India,Marketing Management,No,,Mumbai,Email Opened,3,Marketing Manager
Google,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Hospitality Management,No,Ringing,Mumbai,SMS Sent,4,Head of Marketing
Olark Chat,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Project Manager
Direct Traffic,No,No,0,India,Human Resource Management,No,Already a student,Mumbai,Modified,3,Operations Manager
Google,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Page Visited on Website,5,CTO
Organic Search,No,No,1,Bangladesh,Healthcare Management,No,Will revert after reading the email,Other Cities,Email Opened,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Modified,1,Junior Developer
Direct Traffic,Yes,No,0,India,Finance Management,No,switched off,Mumbai,SMS Sent,4,Director of Operations
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,3,Operations Manager
Organic Search,No,No,0,India,Select,No,opp hangup,Mumbai,Email Opened,4,Vice President
Direct Traffic,No,No,0,India,Business Administration,No,Graduation in progress,Mumbai,Modified,2,Data Analyst
Direct Traffic,Yes,No,0,India,Travel and Tourism,No,switched off,Mumbai,Page Visited on Website,2,Data Analyst
Organic Search,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,SMS Sent,2,Data Analyst
Organic Search,No,No,1,Bangladesh,Media and Advertising,No,Will revert after reading the email,Other Cities,SMS Sent,2,Data Analyst
Google,No,No,0,India,Human Resource Management,No,Interested in other courses,Mumbai,Modified,1,Junior Developer
Organic Search,No,No,1,India,Select,No,,Mumbai,Modified,4,Vice President
Direct Traffic,No,No,1,India,Business Administration,No,Closed by Horizzon,Mumbai,Email Opened,4,Head of Marketing
Organic Search,No,No,0,India,Operations Management,No,Ringing,Mumbai,Email Opened,1,Assistant Coordinator
Direct Traffic,No,No,0,India,IT Projects Management,No,,Mumbai,Modified,1,Associate Analyst
Google,No,No,0,India,Supply Chain Management,No,Ringing,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Operations Management,No,Already a student,Mumbai,Email Link Clicked,4,Head of Marketing
Organic Search,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Technical Specialist
Google,No,No,0,India,Select,No,Ringing,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,1,India,Supply Chain Management,No,Busy,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Modified,3,Operations Manager
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Media and Advertising,No,Lost to EINS,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,0,India,Operations Management,No,switched off,Mumbai,Email Opened,3,Project Manager
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Unreachable,4,Vice President
Google,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Page Visited on Website,2,Data Analyst
Google,No,No,0,India,Finance Management,No,,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Junior Developer
Organic Search,Yes,No,0,India,Marketing Management,No,,Mumbai,Modified,3,Operations Manager
Google,No,No,0,India,Finance Management,No,Interested  in full time MBA,Mumbai,Modified,3,Team Lead
Google,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Unreachable,3,Team Lead
Google,No,No,1,India,Business Administration,No,Closed by Horizzon,Mumbai,Page Visited on Website,4,Senior Strategy Director
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,5,Chief Innovation Officer
Google,No,No,0,India,Finance Management,No,Already a student,Mumbai,Email Opened,2,Software Engineer
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,2,Software Engineer
Google,No,No,0,India,Marketing Management,No,Interested  in full time MBA,Mumbai,Modified,1,Associate Analyst
Google,No,No,0,India,Supply Chain Management,No,Interested in other courses,Mumbai,Modified,1,Intern
Organic Search,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Technical Specialist
Organic Search,Yes,No,0,India,Business Administration,No,wrong number given,Mumbai,Modified,3,Project Manager
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,Page Visited on Website,3,Team Lead
Direct Traffic,No,No,0,India,Human Resource Management,No,Graduation in progress,Mumbai,Email Opened,3,Team Lead
Organic Search,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,4,Senior Strategy Director
Google,No,No,1,India,Select,No,,Mumbai,Modified,4,Vice President
Organic Search,Yes,No,0,India,Finance Management,No,,Mumbai,Email Bounced,4,Director of Operations
Google,Yes,No,0,India,Operations Management,No,Already a student,Mumbai,Modified,2,Software Engineer
Direct Traffic,Yes,No,0,India,Finance Management,No,Not doing further education,Mumbai,Modified,3,Project Manager
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,0,India,Supply Chain Management,No,Diploma holder (Not Eligible),Mumbai,Modified,2,Data Analyst
Organic Search,No,No,1,South Africa,Select,No,,,Modified,1,Assistant Coordinator
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,3,Marketing Manager
Google,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,Modified,1,Intern
Google,Yes,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,2,Data Analyst
Direct Traffic,No,No,0,India,Business Administration,No,Not doing further education,Mumbai,SMS Sent,4,Director of Operations
Direct Traffic,No,No,0,India,Operations Management,No,,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,0,Bangladesh,Business Administration,No,Already a student,Other Cities,Email Opened,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,Already a student,Mumbai,Modified,1,Junior Developer
Olark Chat,No,No,0,India,Select,No,Interested in other courses,Mumbai,Olark Chat Conversation,3,Team Lead
Direct Traffic,No,No,0,Bangladesh,Human Resource Management,No,Already a student,Other Cities,Email Opened,4,Vice President
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Email Opened,3,Project Manager
Google,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,0,Bangladesh,International Business,No,opp hangup,Other Cities,SMS Sent,2,Business Consultant
Olark Chat,No,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Business Administration,No,,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Operations Manager
Olark Chat,No,No,0,,Select,No,,,Modified,4,Head of Marketing
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,IT Projects Management,No,Lost to EINS,Mumbai,Email Opened,4,Head of Marketing
Google,No,No,0,India,Business Administration,No,Diploma holder (Not Eligible),Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,SMS Sent,3,Marketing Manager
Organic Search,No,No,0,India,Travel and Tourism,No,,Mumbai,Modified,1,Junior Developer
Direct Traffic,Yes,No,0,India,Finance Management,No,Already a student,Mumbai,Modified,2,Data Analyst
Google,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Olark Chat,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,0,India,Services Excellence,No,,Mumbai,Email Opened,2,Data Analyst
Organic Search,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Operations Management,No,Already a student,Mumbai,Modified,2,Business Consultant
